GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	OBSERVER ORCID ID	SAMPLING EVENT IDENTIFIER	OBSERVATION TYPE	PROTOCOL NAME	PROTOCOL CODE	PROJECT NAMES	PROJECT IDENTIFIERS	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	CHECKLIST COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1607876284	2023-01-16 10:18:19.232607	6320	species	avibase-2CF6D6F6	Cassin's Auklet	Ptychoramphus aleuticus				X					Mexico	MX	Baja California	MX-BCN	Ensenada	MX-BCN-001	BIRDLIFE_10141|MX_141	63			Reserva de La Biosfera Isla Guadalupe--Punta Sur	L6301078	H	28.8832348	-118.2905245	1892-05-18		obsr939641		S126285596	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1922. Life Histories of North American Petrels and Pelicans and Their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Breeding colony. Anthony, A.A. 1896. The Black-vented Shearwater (Puffinus opisthomelas). The Auk, vol. 13, p. 223.	
URN:CornellLabOfOrnithology:EBIRD:OBS1607876285	2023-01-16 10:18:19.232607	6373	species	avibase-2A8D086D	Guadalupe Murrelet	Synthliboramphus hypoleucus				X					Mexico	MX	Baja California	MX-BCN	Ensenada	MX-BCN-001	BIRDLIFE_10141|MX_141	63			Reserva de La Biosfera Isla Guadalupe--Punta Sur	L6301078	H	28.8832348	-118.2905245	1892-05-18		obsr939641		S126285596	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1922. Life Histories of North American Petrels and Pelicans and Their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Breeding colony. Anthony, A.A. 1896. The Black-vented Shearwater (Puffinus opisthomelas). The Auk, vol. 13, p. 223.	
URN:CornellLabOfOrnithology:EBIRD:OBS884899648	2021-04-16 05:11:18.811557	33749	species	avibase-BA4C8A02	Common Yellowthroat	Geothlypis trichas				X					Mexico	MX	Sonora	MX-SON	Agua Prieta	MX-SON-002		34			Rancho San Bernardino/Cuenca Los Ojos	L9460944	H	31.3244971	-109.2655444	1892-08-26		obsr939641		S66313720	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1953. Life Histories of North AmericanWood Warblers. Smithsonian Institution U.S. National Museum Bulletin 203; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world		
URN:CornellLabOfOrnithology:EBIRD:OBS884899675	2021-04-16 05:11:18.811557	33749	species	avibase-BA4C8A02	Common Yellowthroat	Geothlypis trichas				X					Mexico	MX	Sonora	MX-SON	Agua Prieta	MX-SON-002		34			Rancho San Bernardino/Cuenca Los Ojos	L9460944	H	31.3244971	-109.2655444	1892-09-08		obsr939641		S66313744	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1953. Life Histories of North AmericanWood Warblers. Smithsonian Institution U.S. National Museum Bulletin 203; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world		
URN:CornellLabOfOrnithology:EBIRD:OBS1487304939	2024-01-08 18:22:17.36276	4697	species	avibase-97FB2BC9	Blue-throated Mountain-gem	Lampornis clemenciae				1					Mexico	MX	Estado de México	MX-MEX	Toluca	MX-MEX-108	BIRDLIFE_10017|MX_17	47			PN Nevado de Toluca	L221355	H	19.1110448	-99.7747421	1893-09-09		obsr939641		S115887451	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1940. Life Histories of North American Cuckoos, Goatsuckers, Hummingbirs, and their Allies, Part Two. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world	Nest collected by Dr. E.W. Nelson. Bendire 1895. Life histories of North American birds. U.S. Nat. Mus. Spec. Bull. 3.	
URN:CornellLabOfOrnithology:EBIRD:OBS1487304843	2023-01-09 17:48:23.625271	10212	species	avibase-ED7D6741	Green Kingfisher	Chloroceryle americana				1					Mexico	MX	Sonora	MX-SON	Agua Prieta	MX-SON-002		34			Rio Cajon Bonito	L20324096	P	31.1998440	-108.9405600	1893-09-08		obsr939641		S115887355	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1940. Life Histories of North American Cuckoos, Goatsuckers, Hummingbirs, and their Allies, Part One. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world	Specimen collected	
URN:CornellLabOfOrnithology:EBIRD:OBS1549294330	2022-10-27 15:33:09.569109	8183	species	avibase-EB98812F	Cooper's Hawk	Astur cooperii				1				Male, Adult (1)	Mexico	MX	Tamaulipas	MX-TAM	Matamoros	MX-TAM-022	BIRDLIFE_10235|MX_235	37			Brownsville	L21367046	P	25.5549000	-97.2940000	1894-02-16		obsr892741		S121405475	Historical	Historical	P62						1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1559510083	2022-11-11 12:36:31.647736	8183	species	avibase-EB98812F	Cooper's Hawk	Astur cooperii				1				Male, Adult (1)	Mexico	MX	Tamaulipas	MX-TAM	Matamoros	MX-TAM-022	BIRDLIFE_10235|MX_235	37			Brownsville	L21504264	P	25.5549000	-97.2940000	1894-02-16		obsr892741		S122229578	Historical	Historical	P62						1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS175191881	2023-06-16 22:07:47.202156	5382	species	avibase-4EAFBF4C	Rufous-necked Wood-Rail	Aramides axillaris				X					Mexico	MX	Guerrero	MX-GRO	Acapulco	MX-GRO-001		45			Acapulco	L1866575	P	16.8636541	-99.8868210	1895-01-14		obsr350731		S12491170	Incidental	Incidental	P20						2	0		0	1	1		Cooke, Wells W. 1914. Distribution and Migration of North American Rails and Their Allies. Bulletin of the U.S. Department of Agriculture No. 128; Uploaded by Dan Scheiman	Observer: Nelson and Goldman; specimen collected	
URN:CornellLabOfOrnithology:EBIRD:OBS1611762809	2023-01-21 13:01:10.164947	6372	species	avibase-85FE327B	Scripps's Murrelet	Synthliboramphus scrippsi				X					Mexico	MX	Baja California	MX-BCN	Tijuana	MX-BCN-005					Islas Los Coronados	L526617	H	32.4257477	-117.2707030	1895-05-11		obsr939641		S126627685	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1919. Life Histories of North AmericanDiving Birds. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Egg collected by A.W. Anthony. [photo in book]	
URN:CornellLabOfOrnithology:EBIRD:OBS1607876325	2023-01-16 10:18:19.232607	6977	species	avibase-C794DCC7	Townsend's Storm-Petrel	Hydrobates socorroensis				X					Mexico	MX	Baja California	MX-BCN	Tijuana	MX-BCN-005					Islas Los Coronados	L526617	H	32.4257477	-117.2707030	1896-04-24		obsr939641		S126285628	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1922. Life Histories of North American Petrels and Pelicans and Their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Breeding colony. Anthony. A.A. 1898. Petrels of southern California. The Auk, vol. 15, p. 140.	
URN:CornellLabOfOrnithology:EBIRD:OBS1607876323	2023-01-16 10:18:19.232607	6977	species	avibase-C794DCC7	Townsend's Storm-Petrel	Hydrobates socorroensis				X					Mexico	MX	Baja California	MX-BCN	Tijuana	MX-BCN-005					Islas Los Coronados	L526617	H	32.4257477	-117.2707030	1896-04-21		obsr939641		S126285626	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1922. Life Histories of North American Petrels and Pelicans and Their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Breeding colony. Anthony. A.A. 1898. Petrels of southern California. The Auk, vol. 15, p. 140.	
URN:CornellLabOfOrnithology:EBIRD:OBS1607876324	2023-01-16 10:18:19.232607	6977	species	avibase-C794DCC7	Townsend's Storm-Petrel	Hydrobates socorroensis				X					Mexico	MX	Baja California	MX-BCN	Tijuana	MX-BCN-005					Islas Los Coronados	L526617	H	32.4257477	-117.2707030	1896-04-22		obsr939641		S126285627	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1922. Life Histories of North American Petrels and Pelicans and Their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Breeding colony. Anthony. A.A. 1898. Petrels of southern California. The Auk, vol. 15, p. 140.	
URN:CornellLabOfOrnithology:EBIRD:OBS1607876326	2023-01-16 10:18:19.232607	6977	species	avibase-C794DCC7	Townsend's Storm-Petrel	Hydrobates socorroensis				X					Mexico	MX	Baja California	MX-BCN	Tijuana	MX-BCN-005					Islas Los Coronados	L526617	H	32.4257477	-117.2707030	1896-06-12		obsr939641		S126285629	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1922. Life Histories of North American Petrels and Pelicans and Their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Breeding colony. Anthony. A.A. 1898. Petrels of southern California. The Auk, vol. 15, p. 140.	
URN:CornellLabOfOrnithology:EBIRD:OBS1607876330	2023-01-16 10:18:19.232607	6995	species	avibase-149499C6	Black Storm-Petrel	Hydrobates melania				X					Mexico	MX	Baja California	MX-BCN	Ensenada	MX-BCN-001	BIRDLIFE_10141|MX_141	63			Reserva de La Biosfera Isla Guadalupe (pls. use more precise loc.)	L221556	H	29.0614182	-118.2947731	1896-07-15		obsr939641		S126285631	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1922. Life Histories of North American Petrels and Pelicans and Their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Anthony. A.A. 1898. Petrels of southern California. The Auk, vol. 15, p. 140.	
URN:CornellLabOfOrnithology:EBIRD:OBS1607876331	2023-01-16 10:18:19.232607	6974	species	avibase-C5FB15C6	Leach's Storm-Petrel	Hydrobates leucorhous				X					Mexico	MX	Baja California	MX-BCN	Ensenada	MX-BCN-001	BIRDLIFE_10141|MX_141	63			Reserva de La Biosfera Isla Guadalupe (pls. use more precise loc.)	L221556	H	29.0614182	-118.2947731	1896-07-15		obsr939641		S126285631	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1922. Life Histories of North American Petrels and Pelicans and Their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Anthony. A.A. 1898. Petrels of southern California. The Auk, vol. 15, p. 140.	
URN:CornellLabOfOrnithology:EBIRD:OBS1607876329	2023-01-16 10:18:19.232607	6977	species	avibase-C794DCC7	Townsend's Storm-Petrel	Hydrobates socorroensis				X					Mexico	MX	Baja California	MX-BCN	Ensenada	MX-BCN-001	BIRDLIFE_10141|MX_141	63			Reserva de La Biosfera Isla Guadalupe (pls. use more precise loc.)	L221556	H	29.0614182	-118.2947731	1896-07-15		obsr939641		S126285631	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1922. Life Histories of North American Petrels and Pelicans and Their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Anthony. A.A. 1898. Petrels of southern California. The Auk, vol. 15, p. 140.	
URN:CornellLabOfOrnithology:EBIRD:OBS1607876328	2023-01-16 10:18:19.232607	6995	species	avibase-149499C6	Black Storm-Petrel	Hydrobates melania				2					Mexico	MX	Baja California	MX-BCN	Tijuana	MX-BCN-005					Islas Los Coronados	L526617	H	32.4257477	-117.2707030	1896-07-10		obsr939641		S126285630	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1922. Life Histories of North American Petrels and Pelicans and Their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Anthony. A.A. 1898. Petrels of southern California. The Auk, vol. 15, p. 140.	
URN:CornellLabOfOrnithology:EBIRD:OBS1607876327	2023-01-16 10:18:19.232607	6977	species	avibase-C794DCC7	Townsend's Storm-Petrel	Hydrobates socorroensis				X					Mexico	MX	Baja California	MX-BCN	Tijuana	MX-BCN-005					Islas Los Coronados	L526617	H	32.4257477	-117.2707030	1896-07-10		obsr939641		S126285630	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1922. Life Histories of North American Petrels and Pelicans and Their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Breeding colony. Anthony. A.A. 1898. Petrels of southern California. The Auk, vol. 15, p. 140.	
URN:CornellLabOfOrnithology:EBIRD:OBS880606274	2021-09-18 10:56:29.378617	11846	species	avibase-38DF393D	Guadalupe Caracara	Caracara lutosa				1					Mexico	MX	Baja California	MX-BCN	Ensenada	MX-BCN-001	BIRDLIFE_10141|MX_141	63			Reserva de La Biosfera Isla Guadalupe (pls. use more precise loc.)	L221556	H	29.0614182	-118.2947731	1897-03-22		obsr939641		S65966267	Historical	Historical	P62							0		0	1	1		Bent, Arthur Cleveland, 1937. Life Histories of North American Birds of Prey, Part Two. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world	Kaeding, H.B. 1905. Birds from the west coast of Lower California and adjacent islands. Condor, vol. 7, pp.134-138	
URN:CornellLabOfOrnithology:EBIRD:OBS880606275	2021-09-18 10:56:29.378617	11846	species	avibase-38DF393D	Guadalupe Caracara	Caracara lutosa				2					Mexico	MX	Baja California	MX-BCN	Ensenada	MX-BCN-001	BIRDLIFE_10141|MX_141	63			Reserva de La Biosfera Isla Guadalupe (pls. use more precise loc.)	L221556	H	29.0614182	-118.2947731	1897-04-17		obsr939641		S65966268	Historical	Historical	P62							0		0	1	1		Bent, Arthur Cleveland, 1937. Life Histories of North American Birds of Prey, Part Two. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world	Female of the nesting pair was shot and an egg was collected; Swann, H.K. 1925-1936. A monograph of the birds of prey	
URN:CornellLabOfOrnithology:EBIRD:OBS1607876287	2023-01-16 10:18:19.232607	7153	species	avibase-4FC153E1	Black-vented Shearwater	Puffinus opisthomelas				X					Mexico	MX	Baja California Sur	MX-BCS	Mulegé	MX-BCS-005	BIRDLIFE_10098|MX_98				Isla Natividad	L221553	H	27.8784100	-115.1899900	1897-04-10		obsr939641		S126285598	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1922. Life Histories of North American Petrels and Pelicans and Their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Breeding colony. Anthony, A.A. 1900. Nesting habits of the Pacific Coast species of the genus Puffinus. The Auk, vol. 17, pg. 247.	
URN:CornellLabOfOrnithology:EBIRD:OBS1607876290	2023-01-16 10:18:19.232607	7147	species	avibase-85EB0CC4	Townsend's Shearwater	Puffinus auricularis				X					Mexico	MX	Colima	MX-COL	Manzanillo	MX-COL-007	BIRDLIFE_10031|MX_31-3	62			Isla San Benedicto	L221519	H	19.3091021	-110.8085346	1897-04-30		obsr939641		S126285601	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1922. Life Histories of North American Petrels and Pelicans and Their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Egg collected and in the U.S. National Museum. Anthony, A.A. 1898. Avifauna of the Revillagigedo Islands. The Auk, vol. 15, pg. 311.	
URN:CornellLabOfOrnithology:EBIRD:OBS287034817	2023-07-13 21:15:18.963785	33680	species	avibase-B617FE7D	Blue-winged Warbler	Vermivora cyanoptera				1					Mexico	MX	Veracruz	MX-VER	Xalapa	MX-VER-201	BIRDLIFE_10150|MX_150	48			Xalapa	L3237186	P	19.5416725	-96.9117737	1897-04-07		obsr553943		S21025878	Incidental	Incidental	P20							0		0	1	0		Chapman, F.M. 1907. The Warblers of North America. D. Appleton & Co., 306 ppg.  Uploaded by Dan Scheiman	observed by Chapman	
URN:CornellLabOfOrnithology:EBIRD:OBS852333202	2021-09-22 20:28:02.863578	6099	species	avibase-DC3050A9	Ruddy Turnstone	Arenaria interpres				4					Mexico	MX	Baja California	MX-BCN	Ensenada	MX-BCN-001					Isla San Jeronimo	L221557	H	29.7926713	-115.7905769	1897-05-14		obsr939641		S63474447	Historical	Historical	P62							0		0	1	1		Bent, Arthur Cleveland, 1929. Life Histories of North American Shore Birds, Part Two. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world	Specimens collected	
